candidate_id,scenario_id,applicable,rank,unique_trips,unique_routes,active_stops,events
extend-hours:library:NT,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:NT,saturday,true,124,17,2,4,29
extend-hours:library:OV,primary,true,120,18,2,9,47
extend-hours:library:OV,distance-300,true,82,18,2,6,35
extend-hours:library:OV,distance-500,true,166,18,2,12,70
extend-hours:library:OV,rider-conditional,true,117,18,2,9,47
extend-hours:library:OV,normal-operations,true,120,18,2,9,47
extend-hours:library:OV,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:OV,saturday,true,99,20,2,9,52
extend-hours:library:PA,primary,true,39,39,2,8,65
extend-hours:library:PA,distance-300,true,15,39,2,8,65
extend-hours:library:PA,distance-500,true,38,48,3,14,98
extend-hours:library:PA,rider-conditional,true,34,39,2,8,65
extend-hours:library:PA,normal-operations,true,39,39,2,8,65
extend-hours:library:PA,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:PA,saturday,true,45,34,2,8,57
extend-hours:library:PK,primary,true,14,49,4,10,83
extend-hours:library:PK,distance-300,true,103,14,1,4,27
extend-hours:library:PK,distance-500,true,21,56,5,15,114
extend-hours:library:PK,rider-conditional,true,12,49,4,10,83
extend-hours:library:PK,normal-operations,true,14,49,4,10,83
extend-hours:library:PK,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:PK,saturday,true,9,53,4,10,72
extend-hours:library:PL,primary,true,24,45,5,18,103
extend-hours:library:PL,distance-300,true,61,21,2,6,30
extend-hours:library:PL,distance-500,true,35,49,5,21,117
extend-hours:library:PL,rider-conditional,true,21,45,5,18,103
extend-hours:library:PL,normal-operations,true,24,45,5,18,103
extend-hours:library:PL,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:PL,saturday,true,23,44,5,18,102
extend-hours:library:PM,primary,true,76,26,1,2,26
extend-hours:library:PM,distance-300,true,141,12,1,1,12
extend-hours:library:PM,distance-500,true,9,66,4,8,103
extend-hours:library:PM,rider-conditional,true,72,26,1,2,26
extend-hours:library:PM,normal-operations,true,76,26,1,2,26
extend-hours:library:PM,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:PM,saturday,true,105,20,1,2,20
extend-hours:library:PV,primary,true,255,4,1,7,14
extend-hours:library:PV,distance-300,true,207,4,1,5,10
extend-hours:library:PV,distance-500,true,284,4,1,10,20
extend-hours:library:PV,rider-conditional,true,252,4,1,7,14
extend-hours:library:PV,normal-operations,true,255,4,1,7,14
extend-hours:library:PV,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:PV,saturday,true,283,2,1,7,7
extend-hours:library:RD,primary,true,5,60,6,16,174
extend-hours:library:RD,distance-300,true,3,59,6,13,137
extend-hours:library:RD,distance-500,true,12,62,6,21,228
extend-hours:library:RD,rider-conditional,true,3,60,6,16,174
extend-hours:library:RD,normal-operations,true,5,60,6,16,174
extend-hours:library:RD,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:RD,saturday,true,4,58,6,16,180
extend-hours:library:RI,primary,true,202,9,1,4,18
extend-hours:library:RI,distance-300,true,159,9,1,3,14
extend-hours:library:RI,distance-500,true,171,17,2,7,31
extend-hours:library:RI,rider-conditional,true,199,9,1,4,18
extend-hours:library:RI,normal-operations,true,202,9,1,4,18
extend-hours:library:RI,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:RI,saturday,true,199,8,1,4,16
extend-hours:library:RN,primary,true,21,46,4,6,48
extend-hours:library:RN,distance-300,true,21,34,4,5,36
extend-hours:library:RN,distance-500,true,43,46,4,7,50
extend-hours:library:RN,rider-conditional,true,18,46,4,6,48
extend-hours:library:RN,normal-operations,true,21,46,4,6,48
extend-hours:library:RN,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:RN,saturday,true,35,37,4,6,39
extend-hours:library:RX,primary,true,93,23,2,8,47
extend-hours:library:RX,distance-300,true,57,22,2,5,28
extend-hours:library:RX,distance-500,true,114,26,2,11,65
extend-hours:library:RX,rider-conditional,true,89,23,2,8,47
extend-hours:library:RX,normal-operations,true,93,23,2,8,47
extend-hours:library:RX,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:RX,saturday,true,79,25,2,8,51
extend-hours:library:SA,primary,true,43,38,2,8,72
extend-hours:library:SA,distance-300,true,18,36,2,5,42
extend-hours:library:SA,distance-500,true,57,42,2,12,108
extend-hours:library:SA,rider-conditional,true,38,38,2,8,72
extend-hours:library:SA,normal-operations,true,43,38,2,8,72
extend-hours:library:SA,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:SA,saturday,true,41,36,2,8,71
extend-hours:library:SC,primary,true,128,17,1,4,34
extend-hours:library:SC,distance-300,true,86,17,1,3,25
extend-hours:library:SC,distance-500,true,136,22,2,8,56
extend-hours:library:SC,rider-conditional,true,125,17,1,4,34
extend-hours:library:SC,normal-operations,true,128,17,1,4,34
extend-hours:library:SC,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:SC,saturday,true,131,16,1,4,32
extend-hours:library:SI,primary,true,64,28,4,10,56
extend-hours:library:SI,distance-300,true,34,28,4,8,45
extend-hours:library:SI,distance-500,true,93,29,4,12,69
extend-hours:library:SI,rider-conditional,true,60,28,4,10,56
extend-hours:library:SI,normal-operations,true,64,28,4,10,56
extend-hours:library:SI,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:SI,saturday,true,66,27,4,10,55
extend-hours:library:SL,primary,true,11,52,4,19,136
extend-hours:library:SL,distance-300,true,7,50,4,10,64
extend-hours:library:SL,distance-500,true,19,57,5,24,168
extend-hours:library:SL,rider-conditional,true,9,52,4,19,136
extend-hours:library:SL,normal-operations,true,11,52,4,19,136
extend-hours:library:SL,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:SL,saturday,true,17,47,4,19,131
extend-hours:library:SP,primary,true,2,75,4,10,85
extend-hours:library:SP,distance-300,true,9,48,4,6,53
extend-hours:library:SP,distance-500,true,4,79,4,13,108
extend-hours:library:SP,rider-conditional,true,2,75,4,10,85
extend-hours:library:SP,normal-operations,true,2,75,4,10,85
extend-hours:library:SP,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:SP,saturday,true,2,68,4,10,76
extend-hours:library:ST,primary,true,221,7,1,2,7
extend-hours:library:ST,distance-300,true,174,7,1,2,7
extend-hours:library:ST,distance-500,true,254,7,1,4,14
extend-hours:library:ST,rider-conditional,true,218,7,1,2,7
extend-hours:library:ST,normal-operations,true,221,7,1,2,7
extend-hours:library:ST,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:ST,saturday,true,215,7,1,2,7
extend-hours:library:SWS,primary,true,144,15,2,3,15
extend-hours:library:SWS,distance-300,true,138,12,1,2,12
extend-hours:library:SWS,distance-500,true,135,22,3,9,41
extend-hours:library:SWS,rider-conditional,true,142,15,2,3,15
extend-hours:library:SWS,normal-operations,true,144,15,2,3,15
extend-hours:library:SWS,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:SWS,saturday,true,143,15,2,3,15
extend-hours:library:TA,primary,true,95,22,3,9,59
extend-hours:library:TA,distance-300,true,56,22,3,6,44
extend-hours:library:TA,distance-500,true,132,23,3,12,88
extend-hours:library:TA,rider-conditional,true,91,22,3,9,59
extend-hours:library:TA,normal-operations,true,95,22,3,9,59
extend-hours:library:TA,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:TA,saturday,true,92,22,3,9,57
extend-hours:library:TH,primary,true,164,13,2,6,39
extend-hours:library:TH,distance-300,true,112,13,2,5,32
extend-hours:library:TH,distance-500,true,200,13,2,7,45
extend-hours:library:TH,rider-conditional,true,162,13,2,6,39
extend-hours:library:TH,normal-operations,true,164,13,2,6,39
extend-hours:library:TH,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:TH,saturday,true,280,7,2,6,21
extend-hours:library:TRL,primary,true,32,42,3,7,46
extend-hours:library:TRL,distance-300,true,89,16,2,4,18
extend-hours:library:TRL,distance-500,true,15,60,4,13,70
extend-hours:library:TRL,rider-conditional,true,357,0,0,0,0
extend-hours:library:TRL,normal-operations,true,32,42,3,7,46
extend-hours:library:TRL,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:TRL,saturday,true,37,37,3,7,41
extend-hours:library:VV,primary,true,259,4,1,4,8
extend-hours:library:VV,distance-300,true,211,4,1,3,6
extend-hours:library:VV,distance-500,true,276,5,1,6,13
extend-hours:library:VV,rider-conditional,true,256,4,1,4,8
extend-hours:library:VV,normal-operations,true,259,4,1,4,8
extend-hours:library:VV,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:VV,saturday,true,251,4,1,4,8
extend-hours:library:WE,primary,true,25,45,4,6,62
extend-hours:library:WE,distance-300,true,68,20,2,4,37
extend-hours:library:WE,distance-500,true,40,47,5,15,138
extend-hours:library:WE,rider-conditional,true,22,45,4,6,62
extend-hours:library:WE,normal-operations,true,25,45,4,6,62
extend-hours:library:WE,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:WE,saturday,true,27,42,4,6,59
extend-hours:library:WP,primary,true,61,29,2,7,56
extend-hours:library:WP,distance-300,true,31,29,2,5,42
extend-hours:library:WP,distance-500,true,95,29,2,7,56
extend-hours:library:WP,rider-conditional,true,57,29,2,7,56
extend-hours:library:WP,normal-operations,true,61,29,2,7,56
extend-hours:library:WP,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:WP,saturday,true,63,28,2,7,53
extend-hours:library:WY,primary,true,19,46,5,14,95
extend-hours:library:WY,distance-300,true,22,34,4,5,45
extend-hours:library:WY,distance-500,true,22,55,6,19,127
extend-hours:library:WY,rider-conditional,true,17,46,5,14,95
extend-hours:library:WY,normal-operations,true,19,46,5,14,95
extend-hours:library:WY,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:WY,saturday,true,12,49,5,14,100
extend-hours:library:YO,primary,true,20,46,4,12,68
extend-hours:library:YO,distance-300,true,64,20,3,7,24
extend-hours:library:YO,distance-500,true,13,61,4,15,97
extend-hours:library:YO,rider-conditional,true,121,18,2,5,22
extend-hours:library:YO,normal-operations,true,20,46,4,12,68
extend-hours:library:YO,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:YO,saturday,true,31,41,4,12,59
extend-hours:library:YW,primary,true,173,13,1,2,13
extend-hours:library:YW,distance-300,true,123,13,1,2,13
extend-hours:library:YW,distance-500,true,214,13,1,2,13
extend-hours:library:YW,rider-conditional,true,171,13,1,2,13
extend-hours:library:YW,normal-operations,true,173,13,1,2,13
extend-hours:library:YW,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:library:YW,saturday,true,183,12,1,2,12
extend-hours:museum:1,primary,true,151,14,2,3,14
extend-hours:museum:1,distance-300,true,130,12,1,2,12
extend-hours:museum:1,distance-500,true,174,17,2,4,17
extend-hours:museum:1,rider-conditional,true,149,14,2,3,14
extend-hours:museum:1,normal-operations,true,151,14,2,3,14
extend-hours:museum:1,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:museum:1,saturday,true,138,15,2,3,15
extend-hours:museum:10,primary,true,222,7,1,1,7
extend-hours:museum:10,distance-300,true,175,7,1,1,7
extend-hours:museum:10,distance-500,true,255,7,1,2,14
extend-hours:museum:10,rider-conditional,true,219,7,1,1,7
extend-hours:museum:10,normal-operations,true,222,7,1,1,7
extend-hours:museum:10,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:museum:10,saturday,true,229,6,1,1,6
extend-hours:museum:2,primary,true,320,0,0,0,0
extend-hours:museum:2,distance-300,true,295,0,0,0,0
extend-hours:museum:2,distance-500,true,39,48,2,2,48
extend-hours:museum:2,rider-conditional,true,318,0,0,0,0
extend-hours:museum:2,normal-operations,true,320,0,0,0,0
extend-hours:museum:2,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:museum:2,saturday,true,320,0,0,0,0
extend-hours:museum:3,primary,true,134,16,2,4,18
extend-hours:museum:3,distance-300,true,233,2,1,1,2
extend-hours:museum:3,distance-500,true,96,29,2,5,31
extend-hours:museum:3,rider-conditional,true,131,16,2,4,18
extend-hours:museum:3,normal-operations,true,134,16,2,4,18
extend-hours:museum:3,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:museum:3,saturday,true,109,19,2,4,22
extend-hours:museum:4,primary,true,22,46,3,11,68
extend-hours:museum:4,distance-300,true,99,14,2,3,14
extend-hours:museum:4,distance-500,true,28,53,4,17,102
extend-hours:museum:4,rider-conditional,true,19,46,3,11,68
extend-hours:museum:4,normal-operations,true,22,46,3,11,68
extend-hours:museum:4,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:museum:4,saturday,true,22,45,3,11,65
extend-hours:museum:5,primary,true,149,14,2,10,32
extend-hours:museum:5,distance-300,true,108,13,2,7,21
extend-hours:museum:5,distance-500,true,150,20,3,15,50
extend-hours:museum:5,rider-conditional,true,147,14,2,10,32
extend-hours:museum:5,normal-operations,true,149,14,2,10,32
extend-hours:museum:5,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:museum:5,saturday,true,161,13,2,10,32
extend-hours:museum:6,primary,true,274,2,1,2,4
